지점명,주소,브랜드,주소1,주소2,주소3
부천오정,경기도 부천시 오정구 오정로249,롯데리아,경기도,부천시,오정구 오정로249
부산대,부산광역시 금정구 부산대학로 47,롯데리아,부산광역시,금정구,부산대학로 47
의정부신곡,경기도 의정부시 신곡1동 동일로 462,롯데리아,경기도,의정부시,신곡1동 동일로 462
남악,전라남도 무안군 대죽동로 40,롯데리아,전라남도,무안군,대죽동로 40
부산동래역,부산광역시 동래구 중앙대로 1319,롯데리아,부산광역시,동래구,중앙대로 1319
화성센트럴파크,경기도 화성시 동탄지성로 116,롯데리아,경기도,화성시,동탄지성로 116
울산온양,울산광역시 을주군 온양읍 온양로 95,롯데리아,울산광역시,을주군,온양읍 온양로 95
광주풍암,광주광역시 서구 풍암2로 10,롯데리아,광주광역시,서구,풍암2로 10
키자니아,서울특별시 송파구 올림픽로 240 2층,롯데리아,서울특별시,송파구,올림픽로 240 2층
인천검암,인천광역시 서구 승학로 505,롯데리아,인천광역시,서구,승학로 505
청주봉명,충청북도 청주시 흥덕구 백봉로227 이화빌딩 105호,롯데리아,충청북도,청주시,흥덕구 백봉로227 이화빌딩 105호
롯데마트춘천,강원도 춘천시 방송길 84 롯데마트內,롯데리아,강원도,춘천시,방송길 84 롯데마트內
사당,서울특별시 서초구 동작대로 24,롯데리아,서울특별시,서초구,동작대로 24
오류동역,서울특별시 구로구 경인로20길 1,롯데리아,서울특별시,구로구,경인로20길 1
의왕부곡,경기도 의왕시 부곡중앙남1길 3,롯데리아,경기도,의왕시,부곡중앙남1길 3
일산풍동,경기도 고양시 일산동구 숲속마을로 48,롯데리아,경기도,고양시,일산동구 숲속마을로 48
화순,전라남도 화순군 화순읍 만연리 223,롯데리아,전라남도,화순군,화순읍 만연리 223
건대역,서울특별시 광진구 능동로 110,롯데리아,서울특별시,광진구,능동로 110
대구수성구청,대구광역시 수성구 달구벌대로 2472,롯데리아,대구광역시,수성구,달구벌대로 2472
부산정관,부산광역시 기장군 정관면 정관로 560,롯데리아,부산광역시,기장군,정관면 정관로 560
사가정역,서울특별시 중랑구 면목로 333,롯데리아,서울특별시,중랑구,면목로 333
광주동림,광주광역시 광역시 서구 동천동626,롯데리아,광주광역시,광역시,서구 동천동626
용인둔전,경기도 용인시 포곡읍 포곡로 107번길 2,롯데리아,경기도,용인시,포곡읍 포곡로 107번길 2
인천간석,인천광역시 남구 주안로219,롯데리아,인천광역시,남구,주안로219
일산후곡,경기도 고양시 일산서구 일산로 544,롯데리아,경기도,고양시,일산서구 일산로 544
인천월미마이랜드,인천광역시 중구 월미문화로 81,롯데리아,인천광역시,중구,월미문화로 81
성남단대,경기도 성남시 중원구 산성대로 372번길 15,롯데리아,경기도,성남시,중원구 산성대로 372번길 15
고덕역,서울특별시 강동구 동남로73길 26 02호,롯데리아,서울특별시,강동구,동남로73길 26 02호
목포,전라남도 목포시 영산로 59번길 30,롯데리아,전라남도,목포시,영산로 59번길 30
의정부호원,경기도 의정부시 평화로238,롯데리아,경기도,의정부시,평화로238
목포북항,전라남도 목포시 청호로 173,롯데리아,전라남도,목포시,청호로 173
미아삼거리,서울특별시 성북구 도봉로 29,롯데리아,서울특별시,성북구,도봉로 29
인천남동공단,인천광역시 남동구 논현로 40 1층,롯데리아,인천광역시,남동구,논현로 40 1층
롯데마트광주수완,광주광역시 광산구 장신로 98,롯데리아,광주광역시,광산구,장신로 98
부천뉴코아,경기도 부천시 원미구 송내대로 239(상동),롯데리아,경기도,부천시,원미구 송내대로 239(상동)
영등포타임스퀘어B2,서울특별시 영등포구 영중로 15(영등포동 4가)B2층,롯데리아,서울특별시,영등포구,영중로 15(영등포동 4가)B2층
김해율하,경상남도 김해시 장유동 율하3로 42,롯데리아,경상남도,김해시,장유동 율하3로 42
대구서부정류장,대구광역시 달서구 구마로 260,롯데리아,대구광역시,달서구,구마로 260
신도림역,서울특별시 구로구 경인로661(신도림동),롯데리아,서울특별시,구로구,경인로661(신도림동)
대구서재,대구광역시 달성군 다사읍 서재본길 4-1,롯데리아,대구광역시,달성군,다사읍 서재본길 4-1
롯데마트서산,충청남도 서산시 충의로 27 롯데마트 2층,롯데리아,충청남도,서산시,충의로 27 롯데마트 2층
진주금산,경상남도 진주시 금산면 금산순환로 4,롯데리아,경상남도,진주시,금산면 금산순환로 4
알펜시아리조트,강원도 평창군 대관령면 솔봉로 325,롯데리아,강원도,평창군,대관령면 솔봉로 325
김포장기,경기도 김포시 김포한강 1로 78번길 5(장기동),롯데리아,경기도,김포시,김포한강 1로 78번길 5(장기동)
광주학동,광주광역시 동구 남문로 682 (학동),롯데리아,광주광역시,동구,남문로 682 (학동)
전주동산,전라북도 전주시 덕진구 편운로 6,롯데리아,전라북도,전주시,덕진구 편운로 6
평촌귀인,경기도 안양시 동안구 평촌대로 139,롯데리아,경기도,안양시,동안구 평촌대로 139
고양행신역,경기도 고양시 덕양구 행신동 무원로6번길 50,롯데리아,경기도,고양시,덕양구 행신동 무원로6번길 50
인천올리브,인천광역시 남동구 남동대로 880,롯데리아,인천광역시,남동구,남동대로 880
롯데마트고양,경기도 고양시 덕양구 행신동 중앙동 558번길 21,롯데리아,경기도,고양시,덕양구 행신동 중앙동 558번길 21
양산부산대,경상남도 양산시 물금읍 삽량로 36,롯데리아,경상남도,양산시,물금읍 삽량로 36
대구사월역,대구광역시 수성구 달구벌대로 3280,롯데리아,대구광역시,수성구,달구벌대로 3280
롯데마트통영,경상남도 통영시 무전대로 65,롯데리아,경상남도,통영시,무전대로 65
롯데마트평택배미,"경기도 평택시 평택5로 30 (합정동, 1층)",롯데리아,경기도,평택시,"평택5로 30 (합정동, 1층)"
여수디오션리조트,전라남도 여수시 소호동 923 디오션호텔,롯데리아,전라남도,여수시,소호동 923 디오션호텔
대구아양교,대구광역시 동구 아양로 240,롯데리아,대구광역시,동구,아양로 240
인천송도,인천광역시 연수구 신송로 122,롯데리아,인천광역시,연수구,신송로 122
대구스파밸리,대구광역시 달성군 가창면 가창로 891,롯데리아,대구광역시,달성군,가창면 가창로 891
신곡시장,서울특별시 양천구 신월로 164,롯데리아,서울특별시,양천구,신월로 164
홈플러스일산,경기도 고양시 일산동구 중앙로1275번길 64,롯데리아,경기도,고양시,일산동구 중앙로1275번길 64
평택팽성,경기도 평택시 팽성읍 동서촌로97,롯데리아,경기도,평택시,팽성읍 동서촌로97
용인보정,경기도 용인시 기흥구 죽전로 39,롯데리아,경기도,용인시,기흥구 죽전로 39
화성향남,경기도 화성시 향남읍 발안로 107,롯데리아,경기도,화성시,향남읍 발안로 107
아울렛광명,경기도 광명시 철산로 4 지하 2층,롯데리아,경기도,광명시,철산로 4 지하 2층
홈플러스계림,광주광역시 동구 무등로 314,롯데리아,광주광역시,동구,무등로 314
롯데김해아울렛,경상남도 김해시 신문동72-19,롯데리아,경상남도,김해시,신문동72-19
아산둔포,충청남도 아산시 둔포면 둔포 중앙로 148,롯데리아,충청남도,아산시,둔포면 둔포 중앙로 148
숙대입구역,서울특별시 용산구 한강대로 283,롯데리아,서울특별시,용산구,한강대로 283
인천논현,인천광역시 남동구 논고개로123번길17,롯데리아,인천광역시,남동구,논고개로123번길17
포천D/T,경기도 포천시 소흘읍 호국호 231,롯데리아,경기도,포천시,소흘읍 호국호 231
홈플러스부산감만,부산광역시 남구 우암로 124,롯데리아,부산광역시,남구,우암로 124
롯데마트전주송천,전라북도 전주시 덕진구 송천중앙로 82  (송천동1가),롯데리아,전라북도,전주시,덕진구 송천중앙로 82  (송천동1가)
부산경성대,부산광역시 남구 수영로 300,롯데리아,부산광역시,남구,수영로 300
롯데마트전주,전라북도 전주시 완산구 우전로 240,롯데리아,전라북도,전주시,완산구 우전로 240
롯데마트당진,충청남도 당진시 정안로 20 롯데마트 1층,롯데리아,충청남도,당진시,정안로 20 롯데마트 1층
홈플러스평촌,경기도 안양시 동안구 평촌대로 253번길 48,롯데리아,경기도,안양시,동안구 평촌대로 253번길 48
동대문광장,서울특별시 종로구 종로 286,롯데리아,서울특별시,종로구,종로 286
태백,강원도 태백시 태백로 898,롯데리아,강원도,태백시,태백로 898
구미양포,경상북도 구미시 옥계북로 7,롯데리아,경상북도,구미시,옥계북로 7
홈플러스오창,충청북도 청원군 오창읍 중심상업1로 8-11,롯데리아,충청북도,청원군,오창읍 중심상업1로 8-11
송악,충청남도 당진시 송악읍 신복운로 7길 4-4,롯데리아,충청남도,당진시,송악읍 신복운로 7길 4-4
장승포,경상남도 거제시 능포로 132-1,롯데리아,경상남도,거제시,능포로 132-1
수원북문,경기도 수원시 장안구 영화동 301-6,롯데리아,경기도,수원시,장안구 영화동 301-6
홈플러스천안,충청남도 천안시 동남구 천안대로 574 홈플러스內,롯데리아,충청남도,천안시,동남구 천안대로 574 홈플러스內
화성봉담,경기도 화성시 봉담읍 동화리 599-2번지 이원타워 1층 롯데리아,롯데리아,경기도,화성시,봉담읍 동화리 599-2번지 이원타워 1층 롯데리아
동해,강원도 동해시 천곡로 74,롯데리아,강원도,동해시,천곡로 74
성신여대,서울특별시 성북구 동소문로 117,롯데리아,서울특별시,성북구,동소문로 117
홈플러스진해,경상남도 창원시 진해구 충장로 356,롯데리아,경상남도,창원시,진해구 충장로 356
충주터미널,충청북도 충주시 봉계1길 49 공용터미널1층,롯데리아,충청북도,충주시,봉계1길 49 공용터미널1층
홈플러스조치원,세종특별자치시 조치원읍 허만석로 60-1,롯데리아,세종특별자치시,조치원읍,허만석로 60-1
수원성대,경기도 수원시 장안구 서부로 2121,롯데리아,경기도,수원시,장안구 서부로 2121
광주치평점,광주광역시 서구 상무중앙로 95,롯데리아,광주광역시,서구,상무중앙로 95
영덕,경상북도 영덕군 영덕읍 남석길 74,롯데리아,경상북도,영덕군,영덕읍 남석길 74
칠곡석적,경상북도 칠곡군 석적읍 북중리3길 40,롯데리아,경상북도,칠곡군,석적읍 북중리3길 40
홈플러스상인,대구광역시 달서구 월배로 183,롯데리아,대구광역시,달서구,월배로 183
홈플러스계산,인천광역시 계양구 오조산 공원로 14,롯데리아,인천광역시,계양구,오조산 공원로 14
홈플러스목포B1,전라남도 목포시 영산로 313,롯데리아,전라남도,목포시,영산로 313
화성동탄,경기도 화성시 동탄문화센터로 71-3,롯데리아,경기도,화성시,동탄문화센터로 71-3
구미상모,경상북도 구미시 상사동로 64,롯데리아,경상북도,구미시,상사동로 64
롯데마인천삼산B1,인천광역시 부평구 길주로623-0,롯데리아,인천광역시,부평구,길주로623-0
용인상현,"경기도 용인시 수지구 상현로 114, 나래빌딩 104-106호",롯데리아,경기도,용인시,"수지구 상현로 114, 나래빌딩 104-106호"
원통,강원도 인제군 북면 원통로147 길 27,롯데리아,강원도,인제군,북면 원통로147 길 27
평촌주공공이,경기도 안양시 동안구 관평로 170번길 33,롯데리아,경기도,안양시,동안구 관평로 170번길 33
롯데마트대덕테크노밸리,대전광역시 유성구 테크노 중앙로 14,롯데리아,대전광역시,유성구,테크노 중앙로 14
인천가좌,인천광역시 서구 원적로 85,롯데리아,인천광역시,서구,원적로 85
동대문역사문화공원역,서울특별시 중구 을지로 255,롯데리아,서울특별시,중구,을지로 255
전주터미널,전라북도 전주시 덕진구 전북 전주시 덕진구 가리내로 21,롯데리아,전라북도,전주시,덕진구 전북 전주시 덕진구 가리내로 21
청주산남,충청북도 청주시 흥덕구 산남로 70번길 3,롯데리아,충청북도,청주시,흥덕구 산남로 70번길 3
신당역,서울특별시 중구 퇴계로428-1,롯데리아,서울특별시,중구,퇴계로428-1
홈플러스전주,전라북도 전주시 덕진구 백제대로 771  (우아동3가),롯데리아,전라북도,전주시,덕진구 백제대로 771  (우아동3가)
신림역,서울특별시 관악구 남부순환로 1610,롯데리아,서울특별시,관악구,남부순환로 1610
원광대,전라북도 익산시 동서로 19길 103-1 (신동),롯데리아,전라북도,익산시,동서로 19길 103-1 (신동)
천안직산,충청남도 천안시 서북구 봉주로38,롯데리아,충청남도,천안시,서북구 봉주로38
홈플러스해운대,부산광역시 해운대구 해운대해변로 140,롯데리아,부산광역시,해운대구,해운대해변로 140
청량리,서울특별시 동대문구 왕산로 209,롯데리아,서울특별시,동대문구,왕산로 209
울산구영,울산광역시 울주군 범서읍 점촌3길 10-10 1,롯데리아,울산광역시,울주군,범서읍 점촌3길 10-10 1
화성기안,경기도 화성시 효행로287.보보스프라자106,롯데리아,경기도,화성시,효행로287.보보스프라자106
대전가오,대전광역시 동구 은어송로60 103호,롯데리아,대전광역시,동구,은어송로60 103호
부천역,경기도 부천시 소사구 부천로1 부천역사 쇼핑몰,롯데리아,경기도,부천시,소사구 부천로1 부천역사 쇼핑몰
부천역EXP,경기도 부천시 소사구 부천로1 137호 부천역사쇼핑몰,롯데리아,경기도,부천시,소사구 부천로1 137호 부천역사쇼핑몰
광명,경기도 광명시 광명로 890,롯데리아,경기도,광명시,광명로 890
부산사상,부산광역시 사상구 사상로 211,롯데리아,부산광역시,사상구,사상로 211
노량진,서울특별시 동작구 장승배기로 171,롯데리아,서울특별시,동작구,장승배기로 171
순천풍덕,전라남도 순천시 팔마로 222,롯데리아,전라남도,순천시,팔마로 222
용인구성,경기도 용인시 기흥구 구성로 58,롯데리아,경기도,용인시,기흥구 구성로 58
인천만수,인천광역시 남동구 만수로47 만수메디칼 빌딩105호,롯데리아,인천광역시,남동구,만수로47 만수메디칼 빌딩105호
대전전민,대전광역시 유성구 유성대로 1746-1,롯데리아,대전광역시,유성구,유성대로 1746-1
홈플러스울산북구,울산광역시 북구 신답로 26,롯데리아,울산광역시,북구,신답로 26
호평,경기도 남양주시 늘을2로 14번길 3,롯데리아,경기도,남양주시,늘을2로 14번길 3
의정부제일,경기도 의정부시 시민로131번길 16,롯데리아,경기도,의정부시,시민로131번길 16
고창,전라북도 고창군 고창읍 중앙로 229,롯데리아,전라북도,고창군,고창읍 중앙로 229
홈플러스천안신방,충청남도 천안시 동남구 신촌1길23,롯데리아,충청남도,천안시,동남구 신촌1길23
건대스타시티,서울특별시 광진구 아차산로272,롯데리아,서울특별시,광진구,아차산로272
롯데마트군산,전라북도 군산시 수송로 210-1,롯데리아,전라북도,군산시,수송로 210-1
파주교하,경기도 파주시 책향기로 419 (동패동),롯데리아,경기도,파주시,책향기로 419 (동패동)
인천석남,"인천광역시 서구 거북로 87, 1층",롯데리아,인천광역시,서구,"거북로 87, 1층"
광주문흥,광주광역시 북구 서하로 384,롯데리아,광주광역시,북구,서하로 384
홈플러스방학,서울특별시 도봉구 도봉로 678,롯데리아,서울특별시,도봉구,도봉로 678
조치원,세종특별자치시 조치원읍 조치원로 27-1,롯데리아,세종특별자치시,조치원읍,조치원로 27-1
롯데마트장유,경상남도 김해시 장유면 번화1로 56번길 15,롯데리아,경상남도,김해시,장유면 번화1로 56번길 15
아산배방,충청남도 아산시 배방읍 공수리 149-8번지 장호빌딩1층,롯데리아,충청남도,아산시,배방읍 공수리 149-8번지 장호빌딩1층
신촌로터리,서울특별시 마포구 서강로 137,롯데리아,서울특별시,마포구,서강로 137
광주신창,광주광역시 광산구 신창로 116(신창동),롯데리아,광주광역시,광산구,신창로 116(신창동)
전주고사,전라북도 전주시 완산구 전주객사5길 22-3(고사동),롯데리아,전라북도,전주시,완산구 전주객사5길 22-3(고사동)
오산원동,경기도 오산시 원동로37번길 37,롯데리아,경기도,오산시,원동로37번길 37
홈플러스신내,서울특별시 중랑구 신내로 201,롯데리아,서울특별시,중랑구,신내로 201
의정부회룡역,경기도 의정부시 평화로 374 한승아파트,롯데리아,경기도,의정부시,평화로 374 한승아파트
오창,충청북도 청원군 오창읍 중심상업로 7,롯데리아,충청북도,청원군,오창읍 중심상업로 7
대전반석,대전광역시 유성구 반석로 9,롯데리아,대전광역시,유성구,반석로 9
가평,경기도 가평군 가평읍 가화로 106,롯데리아,경기도,가평군,가평읍 가화로 106
대산,충청남도 서산시 대산읍 구진로 20,롯데리아,충청남도,서산시,대산읍 구진로 20
진건,경기도 남양주시 진건읍 진건오남로 75 롯데리아,롯데리아,경기도,남양주시,진건읍 진건오남로 75 롯데리아
부산역,부산광역시 동구 중앙대로 201(초량동),롯데리아,부산광역시,동구,중앙대로 201(초량동)
마산터미널,경상남도 창원시 마산회원구 3·15대로 756,롯데리아,경상남도,창원시,마산회원구 3·15대로 756
수원팔달,경기도 수원시 팔달구 팔달로3가 101-2,롯데리아,경기도,수원시,팔달구 팔달로3가 101-2
곤지암,경기도 광주시 곤지암읍 곤지암로 54,롯데리아,경기도,광주시,곤지암읍 곤지암로 54
홈플러스내당,대구광역시 서구 달구벌대로 1821,롯데리아,대구광역시,서구,달구벌대로 1821
롯데마트천안성정,충청남도 천안시 서북구 성정두정로 1  1층 롯데리아,롯데리아,충청남도,천안시,서북구 성정두정로 1  1층 롯데리아
홈플러스마산양덕,경상남도 창원시 마산회원구 삼호로 56,롯데리아,경상남도,창원시,마산회원구 삼호로 56
캐슬플라자,서울특별시 송파구 올림픽로 269 캐슬골드 B1,롯데리아,서울특별시,송파구,올림픽로 269 캐슬골드 B1
분당미금아울렛,경기도 성남시 분당구 미금일로154번길 20,롯데리아,경기도,성남시,분당구 미금일로154번길 20
의정부가능역점,경기도 의정부시 평화로635,롯데리아,경기도,의정부시,평화로635
홈플러스강서,서울특별시 강서구 화곡로 398,롯데리아,서울특별시,강서구,화곡로 398
서천,충청남도 서천군 서천읍 서천로 30,롯데리아,충청남도,서천군,서천읍 서천로 30
홈플러스인하,인천광역시 남구 소성로 6,롯데리아,인천광역시,남구,소성로 6
인천원당,인천광역시 서구 당하동 원당대로876,롯데리아,인천광역시,서구,당하동 원당대로876
대림역,서울특별시 영등포구 도림로 148,롯데리아,서울특별시,영등포구,도림로 148
화성태안,경기도 화성시 병점1로 221,롯데리아,경기도,화성시,병점1로 221
롯데마트웅상,경상남도 양산시 삼호1길 34,롯데리아,경상남도,양산시,삼호1길 34
원주무실,강원도 원주시 시청로 86,롯데리아,강원도,원주시,시청로 86
영월,강원도 영월군 영월읍 중앙로 24,롯데리아,강원도,영월군,영월읍 중앙로 24
김해북부,경상남도 김해시 가야로 183,롯데리아,경상남도,김해시,가야로 183
인천당하,인천광역시 서구 완정로 18,롯데리아,인천광역시,서구,완정로 18
전주메가월드,전라북도 전주시 덕진구 동부대로 1229,롯데리아,전라북도,전주시,덕진구 동부대로 1229
대구칠곡매천,대구광역시 북구 학정로 40,롯데리아,대구광역시,북구,학정로 40
청도,경상북도 청도군 청도읍 청화로 207,롯데리아,경상북도,청도군,청도읍 청화로 207
김천EXP,경상북도 김천시 시청로 66,롯데리아,경상북도,김천시,시청로 66
성남상대원,경기도 성남시 중원구 희망로 348,롯데리아,경기도,성남시,중원구 희망로 348
일산대화,경기도 고양시 일산서구 대화로136,롯데리아,경기도,고양시,일산서구 대화로136
음성,충청북도 음성군 음성읍 수정로 53,롯데리아,충청북도,음성군,음성읍 수정로 53
화성발안,경기도 화성시 향남읍 삼천병마로 207,롯데리아,경기도,화성시,향남읍 삼천병마로 207
롯데마트서대전,대전광역시 유성구 유성대로 26-37롯데마트(서대전점) 2층 롯데리아,롯데리아,대전광역시,유성구,유성대로 26-37롯데마트(서대전점) 2층 롯데리아
롯데마트의왕,경기도 의왕시 계원대학로 7,롯데리아,경기도,의왕시,계원대학로 7
롯데마트첨단,광주광역시 광산구 첨단 강변로99번길22(쌍암동),롯데리아,광주광역시,광산구,첨단 강변로99번길22(쌍암동)
제천청전,충청북도 제천시 청전동 청전대로169,롯데리아,충청북도,제천시,청전동 청전대로169
안양비산,경기도 안양시 동안구 관악대로 131,롯데리아,경기도,안양시,동안구 관악대로 131
NC청주,충청북도 청주시 흥덕구 2순환로 1233(가경동),롯데리아,충청북도,청주시,흥덕구 2순환로 1233(가경동)
홈플러스시화,경기도 시흥시 희망공원로 269,롯데리아,경기도,시흥시,희망공원로 269
일산중산,경기도 고양시 일산동구 중산로 245번길,롯데리아,경기도,고양시,일산동구 중산로 245번길
횡성,강원도 횡성군 횡성읍 문정로 25,롯데리아,강원도,횡성군,횡성읍 문정로 25
예천,경상북도 예천군 예천읍 중앙로 27,롯데리아,경상북도,예천군,예천읍 중앙로 27
대전역사,대전광역시 동구 중앙로 215(정동),롯데리아,대전광역시,동구,중앙로 215(정동)
롯데마트사하,부산광역시 사하구 을숙도대로 610,롯데리아,부산광역시,사하구,을숙도대로 610
롯데마트오산,경기도 오산시 경기대로 271,롯데리아,경기도,오산시,경기대로 271
롯데마트주엽,경기도 고양시 일산서구 중앙로1496,롯데리아,경기도,고양시,일산서구 중앙로1496
롯데마트충주,충청북도 충주시 봉계1길 49 롯데마트2층,롯데리아,충청북도,충주시,봉계1길 49 롯데마트2층
금강휴게소,충청북도 옥천군 동이면 금갈로 596,롯데리아,충청북도,옥천군,동이면 금갈로 596
광주송정,광주광역시 광산구 송정로 1번길88,롯데리아,광주광역시,광산구,송정로 1번길88
구미진평,경상북도 구미시 인동36길 5,롯데리아,경상북도,구미시,인동36길 5
대구동서변,대구광역시 북구 호국로 219,롯데리아,대구광역시,북구,호국로 219
구미원평,경상북도 구미시 구미중앙로17길 9,롯데리아,경상북도,구미시,구미중앙로17길 9
순천시청,전라남도 순천시 장명로22(장천동),롯데리아,전라남도,순천시,장명로22(장천동)
서울역광장,서울특별시 용산구 한강대로 405 101호,롯데리아,서울특별시,용산구,한강대로 405 101호
서울역사,서울특별시 용산구 한강대로 405 109호 2층,롯데리아,서울특별시,용산구,한강대로 405 109호 2층
구미도량,경상북도 구미시 송동로 65,롯데리아,경상북도,구미시,송동로 65
양구,강원도 양구군 양구읍 양록길 99,롯데리아,강원도,양구군,양구읍 양록길 99
A.G선수촌,부산광역시 해운대구 선수촌로 109-1,롯데리아,부산광역시,해운대구,선수촌로 109-1
홈플러스금천,서울특별시 금천구 시흥대로 391,롯데리아,서울특별시,금천구,시흥대로 391
군산대학,전라북도 군산시 황룡로 3,롯데리아,전라북도,군산시,황룡로 3
파주법원,경기도 파주시 법원읍 술이홀로879번길 13-2,롯데리아,경기도,파주시,법원읍 술이홀로879번길 13-2
수원율현,경기도 수원시 팔달구 일월로22번길 4,롯데리아,경기도,수원시,팔달구 일월로22번길 4
천안두정,충청남도 천안시 서북구 봉정로 380 혜성빌딩,롯데리아,충청남도,천안시,서북구 봉정로 380 혜성빌딩
부산대연,부산광역시 남구 수영로 200,롯데리아,부산광역시,남구,수영로 200
안산역사,경기도 안산시 단원구 중앙대로 462,롯데리아,경기도,안산시,단원구 중앙대로 462
시흥제일,경기도 시흥시 호현로10번길 17,롯데리아,경기도,시흥시,호현로10번길 17
강릉교동,강원도 강릉시 교동광장로 106,롯데리아,강원도,강릉시,교동광장로 106
양산중부,경상남도 양산시 양산역로 69,롯데리아,경상남도,양산시,양산역로 69
군포당동,경기도 군포시 고산로262번길 1층,롯데리아,경기도,군포시,고산로262번길 1층
경남합천,경상남도 합천군 합천읍 동서로 85-1,롯데리아,경상남도,합천군,합천읍 동서로 85-1
제주공항,제주특별자치도 제주시 공항로 2 국내선 청사 4층,롯데리아,제주특별자치도,제주시,공항로 2 국내선 청사 4층
포항죽도,경상북도 포항시 북구 중흥로 187,롯데리아,경상북도,포항시,북구 중흥로 187
홈플러스아시아드,부산광역시 연제구 종합운동장로 7 (거제동),롯데리아,부산광역시,연제구,종합운동장로 7 (거제동)
안산제일,경기도 안산시 단원구 선부광장1로 56,롯데리아,경기도,안산시,단원구 선부광장1로 56
대천광장,충청남도 보령시 해수욕장2길 1(신흑동),롯데리아,충청남도,보령시,해수욕장2길 1(신흑동)
대구칠곡구암,대구광역시 북구 학정로 440,롯데리아,대구광역시,북구,학정로 440
포항두호,경상북도 포항시 북구 두호로 26,롯데리아,경상북도,포항시,북구 두호로 26
대구퀸스로드,대구광역시 서구 평리로35길 18-8,롯데리아,대구광역시,서구,평리로35길 18-8
분당미금,경기도 성남시 분당구 돌마로 68,롯데리아,경기도,성남시,분당구 돌마로 68
마산호계,경상남도 창원시 마산회원구 내서읍 호원로 220,롯데리아,경상남도,창원시,마산회원구 내서읍 호원로 220
인천연희D/T,인천광역시 서구 서곶로 289,롯데리아,인천광역시,서구,서곶로 289
안성중앙,경기도 안성시 중앙로 397,롯데리아,경기도,안성시,중앙로 397
종각역,서울특별시 종로2가 종로 68,롯데리아,서울특별시,종로구,종로 68
수원역광장,경기도 수원시 팔달구 덕영대로 924,롯데리아,경기도,수원시,팔달구 덕영대로 924
목포상동,전라남도 목포시 백년대로 339,롯데리아,전라남도,목포시,백년대로 339
부천상동,"경기도 부천시 원미구 상동로 87 가나베스트타운 110,111",롯데리아,경기도,부천시,"원미구 상동로 87 가나베스트타운 110,111"
서울랜드2호,경기도 과천시 막계동 광명로 181(서울랜드),롯데리아,경기도,과천시,막계동 광명로 181(서울랜드)
울산화정,울산광역시 동구 대학길 65,롯데리아,울산광역시,동구,대학길 65
GS천안,충청남도 천안시 동남구 충절로 148번지 GS슈퍼內,롯데리아,충청남도,천안시,동남구 충절로 148번지 GS슈퍼內
봉일천,경기도 파주시 조리읍 봉천로 40,롯데리아,경기도,파주시,조리읍 봉천로 40
시흥연성,경기도 시흥시 진말로 19번길 16,롯데리아,경기도,시흥시,진말로 19번길 16
응암오거리,서울특별시 은평구 응암로 177,롯데리아,서울특별시,은평구,응암로 177
대구다사,대구광역시 달성군 다사읍 달구벌대로 874 A동 107호,롯데리아,대구광역시,달성군,다사읍 달구벌대로 874 A동 107호
경상대학,경상남도 진주시 진주대로 594(가좌동),롯데리아,경상남도,진주시,진주대로 594(가좌동)
광주용봉,광주광역시 북구 비엔날레로 112,롯데리아,광주광역시,북구,비엔날레로 112
부산주례역,부산광역시 사상구 가야대로 316,롯데리아,부산광역시,사상구,가야대로 316
대구방촌,대구광역시 동구 화랑로 409,롯데리아,대구광역시,동구,화랑로 409
대전비래,대전광역시 대덕구 비래동로 13,롯데리아,대전광역시,대덕구,비래동로 13
야탑역,경기도 성남시 분당구 성남대로925번길 11,롯데리아,경기도,성남시,분당구 성남대로925번길 11
청주금천,충청북도 청주시 상당구 수영로 285,롯데리아,충청북도,청주시,상당구 수영로 285
동인천역전,인천광역시 중구 참외전로 122(인현동),롯데리아,인천광역시,중구,참외전로 122(인현동)
울산호계,울산광역시 북구 호계로 302,롯데리아,울산광역시,북구,호계로 302
대전신성,대전광역시 유성구 신성남로 45(신성동),롯데리아,대전광역시,유성구,신성남로 45(신성동)
안산신도시,경기도 안산시 단원구 고잔동 광덕대로 154 로데오타운 1F,롯데리아,경기도,안산시,단원구 고잔동 광덕대로 154 로데오타운 1F
경주안강,경상북도 경주시 안강읍 비화원로 77,롯데리아,경상북도,경주시,안강읍 비화원로 77
장안사거리,서울특별시 동대문구 답십리로 287,롯데리아,서울특별시,동대문구,답십리로 287
대전가장,대전광역시 서구 가장로106(롯데리아),롯데리아,대전광역시,서구,가장로106(롯데리아)
대구논공,대구광역시 달성군 논공읍 논공로 741,롯데리아,대구광역시,달성군,논공읍 논공로 741
대구나이스수성,대구광역시 수성구 수성로 227,롯데리아,대구광역시,수성구,수성로 227
안동옥동,경상북도 안동시 경북대로 418,롯데리아,경상북도,안동시,경북대로 418
대구안지랑,대구광역시 남구 대명로 160-2,롯데리아,대구광역시,남구,대명로 160-2
양평,경기도 양평군 양평읍 역전길3,롯데리아,경기도,양평군,양평읍 역전길3
창원팔용,경상남도 창원시 의창구 사화로80번길 1,롯데리아,경상남도,창원시,의창구 사화로80번길 1
여수신기,전라남도 여수시 선소로 84  (신기동),롯데리아,전라남도,여수시,선소로 84  (신기동)
경남창녕,경상남도 창녕군 창녕읍 명덕로 70,롯데리아,경상남도,창녕군,창녕읍 명덕로 70
시흥시화,경기도 시흥시 옥구상가2길 4,롯데리아,경기도,시흥시,옥구상가2길 4
